,id,Created at,Screen Name,Tweet Text,sentiment
38,1321725931505872896,Thu Oct 29 08:09:53 +0000 2020,ThaddMEvans,good question. Watch out for Trump's sneaky tricks. https://t.co/8EelMBbJEI,positive
39,1321725931359264774,Thu Oct 29 08:09:53 +0000 2020,MIAgiveKISSES,"#POTUS, DEPLORABLE supporters, trump IS A FALSE ‘IDOL’ WITH A POOR MESSAGE THAT IS NOT THE TEACHINGS OF ‘JESUS’! HE… https://t.co/2rbN1lQX8s",negative
40,1321725930906263552,Thu Oct 29 08:09:53 +0000 2020,MickDAmario,"RT @TheRickWilson: Offffff. 

Resumes from Trump campaign staffers already circulating.",negative
41,1321725930587435008,Thu Oct 29 08:09:52 +0000 2020,DoctorMju,"@Stornowayguy @Effiedeans No reply to my question. Irrelevantly brings up Trump.
Troll and block.",positive
42,1321725930495111168,Thu Oct 29 08:09:52 +0000 2020,GaryKoepnick,"RT @RepAdamSchiff: There is no limit to this Administration’s corruption and self-dealing.

Trump compelled the government to patronize his…",positive
43,1321725930268622849,Thu Oct 29 08:09:52 +0000 2020,TRACYWHITEDAVI1,Ted Cruz: Trump's Hunter Biden attacks won't win him votes https://t.co/MTExjOABLd via @MSNBC,negative
44,1321725930226634752,Thu Oct 29 08:09:52 +0000 2020,nathantonge613,"RT @KamalaHarris: Donald Trump and Republicans had a choice: Take charge of this virus and pass a relief bill, or push through a Supreme Co…",negative
45,1321725929933180929,Thu Oct 29 08:09:52 +0000 2020,TheRealCornPop4,@PFTroy @TheHillReport @mmfa As if these assholes arent currently birds ing down Philadelphia as I type this. They… https://t.co/FQ9VTIddYP,negative
46,1321725929819938816,Thu Oct 29 08:09:52 +0000 2020,taximoz4u,"RT @thejtlewis: Trump is running on his record.

Biden is running from his record.",negative
47,1321725929341804546,Thu Oct 29 08:09:52 +0000 2020,BGramev68055257,"RT @DWUhlfelderLaw: Trump said he would fire DeSantis if he loses Florida.  However, it's going to be hard for Desantis to get a new job wh…",negative
48,1321725929203372033,Thu Oct 29 08:09:52 +0000 2020,DebbieCanning2,"RT @AndrewSolender: Here’s what they just played at Trump’s rally in Lansing, Michigan: https://t.co/pEzLNUamjs",negative
49,1321725928901324800,Thu Oct 29 08:09:52 +0000 2020,Sportinglesbian,"RT @ddale8: Trump: ""Kamala. Kamala. You know, if you don't pronounce her name exactly right, she gets very angry at you."" (No.) ""And then s…",negative
50,1321725928649666562,Thu Oct 29 08:09:52 +0000 2020,charlie_donnyed,"@JStein_WaPo Didn't Trump say, governors should be ""nice"" to him, then he would be ""nice"" to them?
Sounds like a ve… https://t.co/rPr8AO407N",negative
51,1321725928561692672,Thu Oct 29 08:09:52 +0000 2020,Ponderfood,"RT @BoycottUtah: It is Thursday, October 29, 2020. One citizen, I call for the removal from office by any legal means, the impeached fascis…",positive
52,1321725928184049664,Thu Oct 29 08:09:52 +0000 2020,KalvinPhillipe,@JC30093197 @KilroyMaravich @realDonaldTrump Measles were eliminated in the US in 2000 through the consistent use o… https://t.co/HlE3SKYTsj,negative
53,1321725927353688065,Thu Oct 29 08:09:52 +0000 2020,ID55246663,"RT @olusogaowoeye: Nigerian elites only use Nigeria, they have no love for  the country, look at @NOIweala a former World Bank MD and Niger…",positive
54,1321725926871281666,Thu Oct 29 08:09:52 +0000 2020,starshippah,"any1 else have the feeling that despite the estimations being in Biden's favor, Trump might end up winning the 2020 US elections?",negative
55,1321725926191833088,Thu Oct 29 08:09:51 +0000 2020,AnneWills15,"RT @SexCounseling: I have never seen a person more deserving of being President than Donald J. Trump, he loves America!

He has to be the h…",positive
56,1321725926179221504,Thu Oct 29 08:09:51 +0000 2020,RockingMagpie,RT @quietloner: If Farage is after meeting resilient and brave people he didn’t need to fly to a Trump rally. He could have visited his loc…,negative
57,1321725924803575808,Thu Oct 29 08:09:51 +0000 2020,Jezebel329,"RT @thomaskaine5: With all that we have seen, I wonder, ""What is wrong with the people who still support trump?""  Guessing they are filled…",negative
58,1321725924371410944,Thu Oct 29 08:09:51 +0000 2020,WeirdoofWeirdos,RT @PinkNews: Trans teen found swastikas on their desk and was forced to drop out of school after Donald Trump was elected president https:…,negative
59,1321725924132360194,Thu Oct 29 08:09:51 +0000 2020,irma5913,RT @irma5913: More Voters Blame Trump and Republicans for Failed Stimulus Negotiations Than Democrats https://t.co/Jn437hfMcS,negative
60,1321725924002312193,Thu Oct 29 08:09:51 +0000 2020,David93132411,RT @SenKamalaHarris: It’s unthinkable that Senate Republicans have left the American people hanging without passing additional COVID-19 rel…,negative
61,1321725922978930688,Thu Oct 29 08:09:51 +0000 2020,athoughtz,"RT @GeorgeTakei: Trump will leave you out in the cold.

No, literally, he will.",negative
62,1321725922819584000,Thu Oct 29 08:09:51 +0000 2020,TUFCAde,RT @joeheenan: Trump with Peter Griffin quotes https://t.co/jqNAiNdbh1,negative
63,1321725922274324483,Thu Oct 29 08:09:51 +0000 2020,DonnaGillis,RT @MeidasTouch: Just Jared Kushner on Tape confessing that they did a hostile takeover of the GOP and turned it into a Trump cult https://…,negative
64,1321725921972334595,Thu Oct 29 08:09:50 +0000 2020,claudi96733806,@ThePubliusUSA Who controls Trump? https://t.co/QJqucpCndD,negative
65,1321725921305513985,Thu Oct 29 08:09:50 +0000 2020,Imposter_Edits,Trump supporter gets a little to aggressive for his own good. https://t.co/gU9X1KE6oA,positive
66,1321725921049628674,Thu Oct 29 08:09:50 +0000 2020,Shannon60212531,"RT @JoeBiden: You can't make this up: Yesterday, the White House science office put out a statement listing ""ending the COVID-19 pandemic""…",positive
67,1321725920575705089,Thu Oct 29 08:09:50 +0000 2020,BRFC_Bigchris,Donald Trump hails Nigel Farage 'the King of Europe' as Brexit Party leader joins President on the campaign trail i… https://t.co/jEXMQO4JbL,negative
69,1321725918470115328,Thu Oct 29 08:09:50 +0000 2020,BeauCards,"RT @BreitbartNews: Michigan Gov. Gretchen Whitmer quickly blamed President Trump for the alleged plotters of a kidnap conspiracy, but they…",negative
70,1321725917878800384,Thu Oct 29 08:09:49 +0000 2020,BeVigilantToday,"RT @LATiffani1: Holy shit!! 

My mom FINALLY woke up &amp; wishes she could rescind her vote. Rigid Democrat. An Obama devotee but she’s suppor…",negative
71,1321725917211709440,Thu Oct 29 08:09:49 +0000 2020,dainalyx,"RT @LyonnaLyu: HELLOOO. WE SAID A BLACK MAN WAS **LYNCHED** IN SACRAMENTO, THE CAPITOL OF “LIBERAL” BLUE CA! There were multiple white supr…",negative
73,1321725916167331840,Thu Oct 29 08:09:49 +0000 2020,ClarkJefferso12,"RT @briantylercohen: Fox News seems to have a penchant for bringing @PeteButtigieg on so he can decimate Trump on air.
https://t.co/JgP8L7y…",negative
74,1321725915211141121,Thu Oct 29 08:09:49 +0000 2020,_oleson,@zabin_ALsawab @nytimes @uae_3G @realDonaldTrump TRUMP 2020 ALL THE WAY!!!!,positive
75,1321725914552672256,Thu Oct 29 08:09:49 +0000 2020,PipkinDebbie,RT @runewarrior: @gtconway3d Does Trump know anyone whose worked in his administration?  He seems to never know anyone he's hired.,negative
76,1321725912933670912,Thu Oct 29 08:09:48 +0000 2020,craigmaughan,"If, for some reason, you ever thought Trump wasn't a racist moron this should help you understand that a little eas… https://t.co/smBhygUtzJ",negative
77,1321725912497442816,Thu Oct 29 08:09:48 +0000 2020,lyssalynnj,"RT @SenSanders: 2019 monthly cost of:

Humira for Arthritis:
United States: $3,400
Canada: $1,200
Norway: $900

Januvia for Diabetes:
Unite…",positive
78,1321725912438738944,Thu Oct 29 08:09:48 +0000 2020,adshead_matt,@IvankaTrump @MelanieWeston15 @realDonaldTrump New account because I stuck up for Trump and I need followers,negative
79,1321725912031752192,Thu Oct 29 08:09:48 +0000 2020,RayLovison,"@SkyNewsAust @realDonaldTrump What a load of ""bullshit""

#Trump's debate performance was riddled with false claims… https://t.co/qInmTJG7Cf",positive
80,1321725911771701248,Thu Oct 29 08:09:48 +0000 2020,Anonagain3,"RT @PatriotOutfitrs: DOESN’T WANT HIS POLICE FORCE ABOLISHED, HIS CITIZEN’S GUNS CONFISCATED &amp;THE PUKE 🤮GREEN NEW DEAL DESTROYING HIS CITY!…",positive
81,1321725911448707072,Thu Oct 29 08:09:48 +0000 2020,chumblespuzz,"RT @mmpadellan: It may be Fool's Gold, but I can't stop thinking about the possibility of Texas turning Blue.

And trump's face if/when it…",negative
82,1321725911360851968,Thu Oct 29 08:09:48 +0000 2020,Kinsal2,"RT @OxfordDiplomat: America, please don’t think this is the United Kingdom endorsing Donald Trump. It isn’t. The whole world hates him. And…",positive
83,1321725911272722434,Thu Oct 29 08:09:48 +0000 2020,JeromeJablonsk1,RT @JamesLeonDavid1: If Trump wins we'll have to impeach him again. But if we don't have the Senate it won't matter. We will legit have fas…,positive
84,1321725911180349440,Thu Oct 29 08:09:48 +0000 2020,schott_john,The Philly DA says Trump adding fuel to a fire yo dick head you let the police and the community do there job the f… https://t.co/wJeLFE1QTe,positive
85,1321725910861651968,Thu Oct 29 08:09:48 +0000 2020,UrsulaCuffee,"RT @Ironhorse76: Not sure if it's worse to be miserable with a case of #COVID19, or have your ignorant, #MAGAt family scoff &amp; criticize you…",negative
87,1321725910618382336,Thu Oct 29 08:09:48 +0000 2020,ChloePolitiCat,"RT @RSBauch: @jglennfl68 @ChloePolitiCat @politico This is, unfortunately, what trump has taught his supporters; how to cloak themselves in…",negative
88,1321725910261862401,Thu Oct 29 08:09:48 +0000 2020,1_2know,@Crypsis12 @ABC He won't be increasing the risks by packing large crowds together. He won't be saying he's far enou… https://t.co/T9WLcKXkvX,negative
89,1321725910165319681,Thu Oct 29 08:09:48 +0000 2020,_claudiaw,RT @animalwelfare24: When Trump did not fall the media behaved as though he had. Had I been there I would have called it out in front of ev…,negative
90,1321725909678907392,Thu Oct 29 08:09:48 +0000 2020,biofroak50,"RT @Independent: Trump left his own supporters stranded in the freezing cold in Nebraska and showed us exactly what he stands for
https://t…",positive
91,1321725909435584513,Thu Oct 29 08:09:47 +0000 2020,transplantduck,This country used to be able to deal with adversity. Now we have trump and his appointments.,positive
92,1321725909251067909,Thu Oct 29 08:09:47 +0000 2020,frangis45,RT @jimsciutto: Breaking: Supreme Court allows counting of ballots in North Carolina received 9 days after election as long as ballots post…,positive
93,1321725909179748355,Thu Oct 29 08:09:47 +0000 2020,nattywal,RT @piersmorgan: BREAKING: The person known as 'Anonymous' who trashed Trump in the New York Times 2yrs ago has finally gone public - and r…,positive
94,1321725908772917248,Thu Oct 29 08:09:47 +0000 2020,Yella3535,"RT @murray_nyc: @realDonaldTrump @nytimes @Google @CNN Miles Taylor speaks up about how horrendous it was working for Trump! 

https://t.co…",negative
95,1321725908731002881,Thu Oct 29 08:09:47 +0000 2020,B_A_Barton,RT @harrylitman: Dr Fauci on CNBC: “This is going to get worse. Because we’re going more into a colder season...we’ve got to do something d…,negative
97,1321725907799695361,Thu Oct 29 08:09:47 +0000 2020,JacksMalark,@PAULUSV3 @GOP @realDonaldTrump Let’s become one of those totalitarian countries where the sitting ruler always use… https://t.co/XgJ9tbo5FY,negative
98,1321725907736891393,Thu Oct 29 08:09:47 +0000 2020,stvdog,"RT @DrewHolden360: 🧵Thread🧵

Today we found out that the “Anonymous” “senior” Trump official (of @nytimes op-ed &amp; book fame) was @MilesTayl…",positive
99,1321725907288100865,Thu Oct 29 08:09:47 +0000 2020,syleisw,RT @MingGao26: Opinions | Russian labs are caught making illegal chemical weapons. Will Trump finally respond? https://t.co/Ol1ONegiR2,negative
100,1321725907220848640,Thu Oct 29 08:09:47 +0000 2020,tuc00s,"@WestPaAnglers @JuliansRum My state has early voting, and I casted a big fat vote for our leader, President Trump.… https://t.co/KjaCzQbnC8",negative
101,1321725906512093186,Thu Oct 29 08:09:47 +0000 2020,UnrealGrape,@atrupar Trump would miss weight,negative
102,1321725906038202369,Thu Oct 29 08:09:47 +0000 2020,jengrimes8,RT @DrEricDing: BREAKING—White House insider sources admit Scott Atlas and Trump WH has been pursuing “herd immunity” all along—and “attemp…,positive
103,1321725905987883008,Thu Oct 29 08:09:47 +0000 2020,data270,Nevada is almost entirely VBM. Some are choosing to vote in-person. Washoe County (Reno) is still showing Democrats… https://t.co/KsAy6j7G7W,negative
104,1321725905828421633,Thu Oct 29 08:09:47 +0000 2020,VacuousOldMe,"RT @GunnelsWarren: The real looting in America is the Walton family becoming $53 billion richer during a pandemic, while cutting the pay an…",positive
105,1321725904700153858,Thu Oct 29 08:09:46 +0000 2020,bcbiloxi,"RT @mjhegar: As COVID-19 surged in El Paso and across Texas, @JohnCornyn wasted weeks rushing through Donald Trump's Supreme Court nominee…",negative
106,1321725904641511429,Thu Oct 29 08:09:46 +0000 2020,Abdulla53275879,"@HinduHeisenberg @itsKakaSipahi Bsdk phly America kay talway chahatay Us Endia friendsip 🤣🤣
Phir jab trump be bola… https://t.co/yafhSgXwBY",positive
107,1321725903215435778,Thu Oct 29 08:09:46 +0000 2020,leeicewitz1,RT @funder: The day Trump leaves office will be one of the most celebrated in human history. #WednesdaySenateBlueWave,positive
108,1321725902410014721,Thu Oct 29 08:09:46 +0000 2020,MercMarten,"@realDonaldTrump Says the guy whose wife made THESE remarks:

""I'm working my a-- off with the Christmas stuff that… https://t.co/lWjf5zo9lT",negative
109,1321725902330482688,Thu Oct 29 08:09:46 +0000 2020,titojim1,Donald Trump invites Nigel Farage on stage to urge supporters to ‘vote for decency’ in US election https://t.co/zPRS5LEtRV via @Yahoo,negative
111,1321725899713187840,Thu Oct 29 08:09:45 +0000 2020,BooRosko,Trump’s Florida rally will be at an in-person early voting polling place — side-stepping electioneering laws https://t.co/utjkAz1ttc,negative
112,1321725899633557505,Thu Oct 29 08:09:45 +0000 2020,Budz442Bud,"Golf legend Jack Nicklaus tweets endorsement of President Donald Trump: 'He has delivered on his promises' 

I neve… https://t.co/MfxieYzIHg",positive
113,1321725899528654848,Thu Oct 29 08:09:45 +0000 2020,missvalarie2,RT @blaireerskine: Woman stranded at MAGA rally in Omaha says Trump wanted to teach them a lesson https://t.co/SvqYw5MnOZ,negative
114,1321725899289563137,Thu Oct 29 08:09:45 +0000 2020,Brakinator99,"RT @homophobesbad: Player character is the trump administration, Natsuki is minorities in the U.S.",negative
115,1321725897804664833,Thu Oct 29 08:09:45 +0000 2020,teco22222,RT @McFaul: These negative evaluations of Xi are especially striking given similar negative evaluations of Trump around the world.  Xi fail…,positive
116,1321725897708199936,Thu Oct 29 08:09:45 +0000 2020,SierraABeach,"RT @AP4Liberty: Abortionist: ""It's Trump's character that bothers me the most.""",negative
118,1321725896353411075,Thu Oct 29 08:09:44 +0000 2020,3215279,Donald Trump has chosen death for 2.3MILLION AMERICANS  “HERD IMMUNITY” initiated byJared and Stephen Miller....BUT… https://t.co/NBuAURJQra,negative
119,1321725896198270976,Thu Oct 29 08:09:44 +0000 2020,simpinjimin,@yyxyifan Yeah that's valid it's upsetting to hear about him not paying his dancers that's trump shit right there no thank you,positive
120,1321725896168894471,Thu Oct 29 08:09:44 +0000 2020,CloverdaleGal,"RT @thomaskaine5: CATHOLICS.  Today Remember. The Pope said. Do NOT VOTE for Trump.  ""He's not a Christian.""",positive
122,1321725896064118786,Thu Oct 29 08:09:44 +0000 2020,MaisieBar,"RT @voxdotcom: ""If there’s any family that should sit out attacking others for alleged corruption, it’s the Trumps,"" writes @atrupar.
https…",positive
123,1321725895762128896,Thu Oct 29 08:09:44 +0000 2020,tomnm2001,"We don't all hate him, like not all Americans hate trump https://t.co/PZonYKM9aV",negative
124,1321725895036542978,Thu Oct 29 08:09:44 +0000 2020,Tired2Iam,RT @hugolowell: House Speaker Nancy Pelosi pushes back on MSNBC at Trump comments that election results should come on election night: “For…,positive
125,1321725894839488512,Thu Oct 29 08:09:44 +0000 2020,Danny_Brave074,RT @JackPosobiec: Trump North Carolina 2016 and Trump North Carolina 2020 https://t.co/NNLST1VR0K,negative
126,1321725894537416705,Thu Oct 29 08:09:44 +0000 2020,joyfullee10,"RT @SenSanders: If Trump could get $287 million of his debt canceled for his bogus real estate deals, please don't tell me we can't cancel…",negative
127,1321725894390591488,Thu Oct 29 08:09:44 +0000 2020,Jamin2g,"Really?

https://t.co/dPc4sAEhs4 https://t.co/BUuSAezqui",negative
128,1321725893945995264,Thu Oct 29 08:09:44 +0000 2020,5cribblesvurt,RT @NateSilver538: I don't want to be too snarky but Trump needs to close a big polling deficit and this is the message on a day with 80k n…,positive
129,1321725893056757760,Thu Oct 29 08:09:44 +0000 2020,Rokkin7,@realDonaldTrump @TuckerCarlson You are losing. Landslide win for Biden/Harris. Dump trump,positive
130,1321725892956246017,Thu Oct 29 08:09:44 +0000 2020,ChavelDiaz,RT @jacobsoboroff: No surprise @DHS_Wolf would defend Trump’s family separations with such a bogus and outrageous claim — he prepared an ea…,positive
131,1321725892834562055,Thu Oct 29 08:09:43 +0000 2020,LatAmFr,RT @ABC: EXCLUSIVE: Donald Trump Jr. says he believes the New York Times op-ed penned by an anonymous senior administration official was wr…,negative
132,1321725892469673984,Thu Oct 29 08:09:43 +0000 2020,Raswell1,"RT @marklevinshow: Will big media be reporting this?
https://t.co/XfV8HrRp3c",negative
133,1321725892402520064,Thu Oct 29 08:09:43 +0000 2020,Pegster69,@cookiemono15 @ShelaghFogarty Yet Trump is so eloquent 🤪😂😂,positive
134,1321725892243165186,Thu Oct 29 08:09:43 +0000 2020,ErinHob25585304,"RT @JoeBiden: When Governor Whitmer worked to protect her state from a deadly pandemic, President Trump issued a call to ""LIBERATE MICHIGAN…",negative
135,1321725892222099456,Thu Oct 29 08:09:43 +0000 2020,_claudiaw,RT @animalwelfare24: Things I just don't share cause when the impulse hits me one of you has been such an abomination of a human being I sa…,positive
136,1321725891291025408,Thu Oct 29 08:09:43 +0000 2020,jpe33180,"@sarahcpr Tucker, Hannity, Trump &amp; many others set my spidey senses off. Not sure if it's due to their deficit of s… https://t.co/BuGtuvbwGO",positive
139,1321725889177145345,Thu Oct 29 08:09:43 +0000 2020,KrystenLindsay,"RT @washingtonpost: A week before the election and as several voter rights legal battles play out, Postal Service delays have forced the Tr…",positive
141,1321725888787079168,Thu Oct 29 08:09:43 +0000 2020,ThatoBomba,RT @sbusteezkat_: Donald Trump calling Joe Biden “Sleepy Joe” will always make me chuckle.,positive
142,1321725888627646465,Thu Oct 29 08:09:42 +0000 2020,helpsave2020,Helen Mirren and Sarah Cooper mock Trump's infamous ‘grab them by the p***y’ tape in new Netflix special https://t.co/4SsQMFB7Uu,positive
143,1321725887981756416,Thu Oct 29 08:09:42 +0000 2020,Dragana69567618,RT @midmichigannow: Flint City Council member and life long Democrat Maurice Davis says he is backing @realDonaldTrump . Read More: https:/…,positive
144,1321725887914610688,Thu Oct 29 08:09:42 +0000 2020,Michell82968785,Trump Can’t Stop Talking About How He Plans to Steal the Election  https://t.co/zO1pmlx9r1,negative
145,1321725887763619845,Thu Oct 29 08:09:42 +0000 2020,LanceAScott,"RT @RWTrollPatrol: @TuckerCarlson Even Fox news knows Trump is toast and that he's going to destroy the republican party. 
 https://t.co/Rc…",negative
147,1321725886350028800,Thu Oct 29 08:09:42 +0000 2020,karenwollie,"RT @cathywilcox1: Trump’s pick.
My ⁦⁦@smh⁩ @theage cartoon. https://t.co/E4LaV2u6hB",positive
149,1321725885326761984,Thu Oct 29 08:09:42 +0000 2020,Smog2014,RT @TomJChicago: Trump in desperation treats supporters like servants. Like Martha McSally- “Just come up fast. Fast. Fast. Come on. Quick.…,negative
151,1321725884064292864,Thu Oct 29 08:09:41 +0000 2020,kekelberg,@trash_222 @AP collect your tears and sell them to patriots such as myself when trump wins again lmao,positive
152,1321725883493896193,Thu Oct 29 08:09:41 +0000 2020,PoliticalBee,RT @riotwomennn: @theRealCECGroup @ProjectLincoln If they think a chaotic fool like Trump has safe hands for their retirements - they aren'…,positive
153,1321725883040722944,Thu Oct 29 08:09:41 +0000 2020,ajayrochester,@ChrisCuomo when wearing a cuomosexual t shirt makes you a trump voter intimidation target! https://t.co/DHsiEyGWfL,negative
154,1321725882910838784,Thu Oct 29 08:09:41 +0000 2020,SnickOld,"RT @MilesTaylorUSA: Reminder to those who haven’t yet voted: Trump wanted us to explore gassing, electrifying, and shooting migrants at the…",positive
155,1321725882898223104,Thu Oct 29 08:09:41 +0000 2020,pecanpie,RT @SenWarren: Trump didn’t just turn the last 4 years into the world’s longest commercial for Trump hotels and resorts – he made taxpayers…,positive
