,id,Created at,Screen Name,Tweet Text,President
35,1321042082585346049,Tue Oct 27 10:52:30 +0000 2020,kab2229,"RT @JonLemire: Michael R. Bloomberg is funding a last-minute spending blitz to bolster Joe Biden in Texas and Ohio, directing millions towa…",Trump
37,1321042082119643138,Tue Oct 27 10:52:30 +0000 2020,FilmTVDiversity,RT @RubenGallego: Please stop donating to my campaign.  I am a safe seat member.  If you want to donate please donate to the Biden campaign…,Trump
38,1321042080593043457,Tue Oct 27 10:52:30 +0000 2020,OfByForEveR,"Goldman Sachs also is telling investors to get out of the Dollar. Even sell short. Bet against the U.S. 

Must know… https://t.co/TVjYLlB8Ft",Trump
39,1321042079179485184,Tue Oct 27 10:52:30 +0000 2020,NMP_never,"RT @donwinslow: BIDEN and trump are both in Pennsylvania today...

OBAMA's first stop was Pennsylvania.

Do you see why I said it might ALL…",Trump
40,1321042079070511105,Tue Oct 27 10:52:30 +0000 2020,TomZBHappy,"We’ll have to deal with the CCP eventually... let’s clean out the Biden types, you know Democrat’s, then we can bri… https://t.co/2NiNT2vGqd",Trump
41,1321042078843998209,Tue Oct 27 10:52:30 +0000 2020,Srrosecsj,@thehill I don’t understand why the heck they do not leave this woman alone. For the love of God!  Is she that powe… https://t.co/NGA1yrJEN7,Trump
42,1321042077170475010,Tue Oct 27 10:52:29 +0000 2020,payattenshun,"RT @MSNBC: LIVE BLOG: Hourly updates with the latest election news, notes from the campaign trails, voting results and analysis. https://t.…",Trump
43,1321042077136900098,Tue Oct 27 10:52:29 +0000 2020,ABR15743285,"RT @CortesSteve: Who’s the “Big Guy”?

Reviewing Team Biden’s non-denial denials... https://t.co/zfg5zgowLg",Trump
44,1321042076209958922,Tue Oct 27 10:52:29 +0000 2020,Tracie0313,"RT @tomzmich2020: Joe Biden, ""...an embarrassment to Catholicism."" https://t.co/K2hnsSsrdx",Trump
45,1321042075970916355,Tue Oct 27 10:52:29 +0000 2020,USSMurderHornet,Biden ad.  Or @GOPChairwoman  A really good GOP ad for law and order. https://t.co/fUgAI5lSAc,Trump
46,1321042075932999681,Tue Oct 27 10:52:29 +0000 2020,GeorgiaFarnswo1,RT @JackPosobiec: Tomorrow the mainstream media and Biden team will act like nothing happened in Philly tonight,Trump
47,1321042075803148296,Tue Oct 27 10:52:29 +0000 2020,KurtKorwan,@MrAndyNgo Still more people than a Biden rally...,Trump
49,1321042074356109314,Tue Oct 27 10:52:28 +0000 2020,dimattiamusic,"RT @Timcast: Joe Biden is the candidate of Wall Street, The Billionaires Tech moguls, and The Media Establishment https://t.co/5SC4wm7T6M",Trump
50,1321042073802444800,Tue Oct 27 10:52:28 +0000 2020,JeppeHostrup,"@BigBroIsLooking @m4aubinow @Timcast And people like you and your ""fuck the libtards and elite"" crowd is why people… https://t.co/KPCUAsJLtV",Trump
51,1321042072531554304,Tue Oct 27 10:52:28 +0000 2020,SilverBow81,@MariaBartiromo @wjmcgurn @MorningsMaria @FoxBusiness Why else would Biden’s family allow America to witness his de… https://t.co/4iG1zVsXNH,Trump
52,1321042071751401472,Tue Oct 27 10:52:28 +0000 2020,if_u_know_,"Biden makes late push to paint Georgia blue one week before election, if you know what i mean",Trump
53,1321042070556053505,Tue Oct 27 10:52:28 +0000 2020,TimH3401,"RT @stonecold2050: We need to abolish the electoral college, expand the supreme court, end the filibuster, overturn citizens united, &amp; bala…",Trump
54,1321042069851312128,Tue Oct 27 10:52:27 +0000 2020,wandaf62,RT @charliekirk11: The FBI investigated a fake noose in Bubba Wallace’s garage more than they have Joe Biden and his son selling out our co…,Trump
55,1321042069390053376,Tue Oct 27 10:52:27 +0000 2020,diizzy_dreamerr,"RT @mmpadellan: Raise your hand if you want our NEXT President, Joe Biden, to expand the court and appoint 4 SCOTUS Justices. ✋",Trump
56,1321042068773523456,Tue Oct 27 10:52:27 +0000 2020,SammirSouza,RT @thebradfordfile: Joe Biden has never denounced Antifa.,Trump
57,1321042068525953028,Tue Oct 27 10:52:27 +0000 2020,royal64,@DailyCaller Anyone that would vote for Biden has a screw loose ...just like him !,Trump
58,1321042067414503424,Tue Oct 27 10:52:27 +0000 2020,GameLandAmazing,@nancybabs @politico Wrong! Did you state in 2012 that “if Romney ignores states like Virginia and North Carolina l… https://t.co/w3BmcXkTxC,Trump
59,1321042067150307328,Tue Oct 27 10:52:27 +0000 2020,marketshooting,"“Change My Vote” is Google Trending in PA, FL,  NC, MI, GA, TX, WI – After Biden Lies on Fracking  https://t.co/1MCxSSuBeg",Trump
61,1321042065631961088,Tue Oct 27 10:52:26 +0000 2020,DonaldHills6,RT @JesseBWatters: Can you imagine how awkward the Biden family Thanksgiving is going to be when he loses? #TheFive https://t.co/MSd4OYpPsw,Trump
62,1321042061697732608,Tue Oct 27 10:52:25 +0000 2020,Parmov007,@Pozzidonius1 @Pozzidonius1 Can U plz do a Biden-worst-case chart? Do an analysis of all (more recent) top-rated Re… https://t.co/bUjplYwE7A,Trump
63,1321042059969613824,Tue Oct 27 10:52:25 +0000 2020,JonesyLaird,"RT @SexCounseling: Let me get this straight, Hunter Biden molests his ....., both Joe and Jill Biden know about it, including the FBI for 8…",Trump
64,1321042059453702145,Tue Oct 27 10:52:25 +0000 2020,queeniexo4,@mattklewis Biden won’t get rolled because he wants to unite.,Trump
65,1321042059336310784,Tue Oct 27 10:52:25 +0000 2020,LisaGra40299433,RT @Heminator: A text from a friend watching the press conference: “Who are asking Biden these questions?? It's like watching someone make…,Trump
66,1321042057717256193,Tue Oct 27 10:52:24 +0000 2020,librapaolita16,How to instantly glow up: vote for biden,Trump
67,1321042057511739393,Tue Oct 27 10:52:24 +0000 2020,papaneeed1,"RT @KristySwansonXO: Joe Biden tweeted last night that ""America WAS an idea."" 

RT if you think America IS the greatest experiment in histo…",Trump
68,1321042056891060224,Tue Oct 27 10:52:24 +0000 2020,vargecko,@JoeNBC ❤️🤗My dad had Jerry Clower comedy albums.  Warmed my heart &amp; aroused a smile to hear you reference him on M… https://t.co/AUi3DIxBvW,Trump
69,1321042056639356929,Tue Oct 27 10:52:24 +0000 2020,DocBarry1,RT @TPPatriots: Video Appears To Show Obama's Rally for Biden Was a Complete Flop https://t.co/eZA51nQIlR,Trump
70,1321042056068894722,Tue Oct 27 10:52:24 +0000 2020,Richard35775465,Is it true Jill biden was married and having an affair with creepy joe ?,Trump
71,1321042054852431873,Tue Oct 27 10:52:24 +0000 2020,Water2045277847,@justpersnickety @Rasmussen_Poll @gatewaypundit Why should we believe you when the polls say biden is winnng ina te… https://t.co/NtuBtzFcjp,Trump
72,1321042054814830592,Tue Oct 27 10:52:24 +0000 2020,cramscatwife,"RT @MissingGlitch: TW / politics

For all my 18+ american followers

I know I never speak about politics on this account but this needs to…",Trump
74,1321042053611032576,Tue Oct 27 10:52:24 +0000 2020,TwitchBuds,RT @SamsonTheDog12: Warzone moments that exposed Joe Biden pt3 #CODMW #CallofDuty #CallofDutyModernWarfare #CoD #codwarzone #GrindDontStop…,Trump
75,1321042053397155842,Tue Oct 27 10:52:23 +0000 2020,McguireRondae,"RT @RyanAFournier: Tony Bobulinski will play recordings of Biden operatives begging him to stay quiet on Tucker Carlson tomorrow.

Joe Bide…",Trump
76,1321042052633620482,Tue Oct 27 10:52:23 +0000 2020,simplycaptiv8in,"RT @EpochTimes: “Not enough journalists are doing their jobs.”

Rep. @Jim_Jordan says his staff independently authenticated materials from…",Trump
77,1321042052436676609,Tue Oct 27 10:52:23 +0000 2020,teacheconomics,RT @washingtonpost: Can Biden pull off a win in Georgia? https://t.co/sGRq1rwyqc,Trump
78,1321042050649853952,Tue Oct 27 10:52:23 +0000 2020,amy_rice1,"RT @EarnestMan3: @reubing No  ABC is working hard for him.   It's COVID,Covid, covid,
COVID,Covid, covid,   every night.   America, I hate…",Trump
79,1321042049504841729,Tue Oct 27 10:52:23 +0000 2020,miagrace728,"RT @AdamParkhomenko: Reporters: COVID is surging and 225,000 have died. 

Also reporters: Why isn’t Joe Biden holding more campaign rallies…",Trump
80,1321042048762351616,Tue Oct 27 10:52:22 +0000 2020,Gemstoned33,@RonWaxman @washingtonpost Dangerous? She ain't sheet compared to the Biden crime family. Embrace reality,Trump
81,1321042048330379264,Tue Oct 27 10:52:22 +0000 2020,Redinva,RT @RudyGiuliani: This is weird behavior. There may be more to it. Stay tuned.Joe Biden really doesn’t give a damn about children in danger.,Trump
82,1321042047613108224,Tue Oct 27 10:52:22 +0000 2020,CryptoOz,"This website is getting worse with it's WHAT IF's &amp; BULLSHIT LOOKOUT 

Get a clue - Biden win lose - Badly.… https://t.co/2fQuow6nVW",Trump
83,1321042047596376066,Tue Oct 27 10:52:22 +0000 2020,val_gratias,RT @SaraMadAsHell: The Love - @Black Eyed Peas  and Jennifer Hudson | Joe Biden for Preside... https://t.co/kfifZOaQ7v via @YouTube,Trump
84,1321042047118282753,Tue Oct 27 10:52:22 +0000 2020,psipika,"RT @SOTTnet: Less than a week after Biden campaigned in Philadelphia (actually, Obama gave the speech on his behalf), a BLM riot and widesp…",Trump
86,1321042046006685703,Tue Oct 27 10:52:22 +0000 2020,kellllllley,"RT @adamcbest: Amy Coney Barrett, Brett Kavanaugh &amp; John Roberts were all on the Bush legal team that helped overturn Al Gore’s rightful vi…",Trump
87,1321042045188931584,Tue Oct 27 10:52:22 +0000 2020,casey_rohwein,RT @paigebelt: um ... hey guys 🥺 pls vote for biden or else i will probably have to throw myself down the stairs if i get pregnant bc i won…,Trump
88,1321042044970676225,Tue Oct 27 10:52:21 +0000 2020,marilee313,"RT @KFILE: NEW: Kayleigh McEnany once repeatedly praised Joe Biden as a '’likable’ man of the people' who resonates with the  ""middle class…",Trump
89,1321042042940805120,Tue Oct 27 10:52:21 +0000 2020,SamsonTheDog12,Warzone moments that exposed Joe Biden pt3 #CODMW #CallofDuty #CallofDutyModernWarfare #CoD #codwarzone… https://t.co/kmvzZ8m6to,Trump
90,1321042042823286784,Tue Oct 27 10:52:21 +0000 2020,LJuly1989,"RT @GregRubini: the Joe Biden campaign is OVER.
""we knocked on so may doors. People tell us to just F**K off""
""many volunteers have already…",Trump
91,1321042041053212673,Tue Oct 27 10:52:21 +0000 2020,JohnstonSharon,"@56blackcat We keep the House, we win the Senate &amp; presidency &amp; we expand the court. Biden serves 1 term. Harris se… https://t.co/kwQGIMGYDK",Trump
92,1321042038561730560,Tue Oct 27 10:52:20 +0000 2020,BarbaraJNelson6,RT @matthewjdowd: Do folks in the media not get it?  They keep covering this like it should be a normal campaign.  On one hand highlighting…,Trump
93,1321042038121549826,Tue Oct 27 10:52:20 +0000 2020,ROCKONOHIO,RT @MelanieMetz6: @SenCoonsOffice Are you going to do the right thing and denounce @JoeBiden as a candidate? You know the information has b…,Trump
95,1321042037710487553,Tue Oct 27 10:52:20 +0000 2020,gabyzee,@PalmerReport I'm already planning on calling my Senators to say I am 100% in favor of expanding the Supreme Court… https://t.co/anf0PJk8u7,Trump
96,1321042037110644736,Tue Oct 27 10:52:20 +0000 2020,c4jeffs,RT @elenochle: MSM:  Far right conspiracy theorists promote baseless claim pedo elites have blackmail and control politicians worldwide and…,Trump
97,1321042036670320640,Tue Oct 27 10:52:19 +0000 2020,ctoutdoors06355,"RT @crampell: Biden's ""gaffe"" about phasing out fossil fuels is really only a gaffe if you haven't been paying attention to energy markets…",Trump
98,1321042036427022336,Tue Oct 27 10:52:19 +0000 2020,LeversonSean,"All you Democrats claim ""Truth to Power"" Yet will not Report on the Joe &amp; Hunter  Biden ""Pay to Play"" DEALEO on Hun… https://t.co/cOyLBnfHQi",Trump
99,1321042036150005760,Tue Oct 27 10:52:19 +0000 2020,HornJordiann99,RT @_franchelleee: Y’all don’t have enough money to be affected by Biden’s tax plan so pls stop saying that’s why you not voting for him,Trump
100,1321042034329821186,Tue Oct 27 10:52:19 +0000 2020,Piz18268954,@jackcalifano @TheCornerstone0 Seriously. And for WHAT? Biden? Just kill me already,Trump
101,1321042033725886466,Tue Oct 27 10:52:19 +0000 2020,cazMurphy2013,"@oflynnsocial 2 yrs? Biden won't be president nearly as long as that, or if he is he will only be Harris's puppet w… https://t.co/uvR53jI46Q",Trump
102,1321042032790511616,Tue Oct 27 10:52:19 +0000 2020,Kenneedsgrace,"RT @DrOakley1689: I didn't recognize this myself, but...isn't it great? Biden was the lead person who went after Justice Clarence Thomas lo…",Trump
103,1321042032710832129,Tue Oct 27 10:52:19 +0000 2020,ThomasMFoster1,"RT @SteveGuest: 👀👀 

Joe Biden brags about having “the most extensive and inclusive VOTER FRAUD organization in the history of American pol…",Trump
104,1321042029724504064,Tue Oct 27 10:52:18 +0000 2020,EraHaxhiu,RT @dpakman: This is (1) hilarious and (2) Republicans laying the groundwork to getting back to complaining about the debt if Joe Biden win…,Trump
106,1321042024741691394,Tue Oct 27 10:52:17 +0000 2020,darthanubis,"RT @Veritas1012: @BadJohnBrown They are complicit

Once elected, Biden will continue to call for bipartisanship &amp; block progress through ca…",Trump
107,1321042024108335104,Tue Oct 27 10:52:16 +0000 2020,id4socialmedia,RT @KwikWarren: Sen. Sherrod Brown: “Biden’s going to win Ohio! He’s the most pro-worker candidate we’ve had in a generation.” #TheReidOut,Trump
108,1321042024016056324,Tue Oct 27 10:52:16 +0000 2020,ROCKONOHIO,"RT @MelanieMetz6: This is YUGE 🚨🚨🚨🚨
Tomorrow night tune into @TuckerCarlson 
Tony Bobulinski will be on Tucker show with some audio and vid…",Trump
111,1321042023227510784,Tue Oct 27 10:52:16 +0000 2020,summervilleguy,Florida Man Accused of Stealing Bulldozer to Dig Up Biden Signs https://t.co/F5L23N2eCa,Trump
112,1321042022384365569,Tue Oct 27 10:52:16 +0000 2020,Chise7Maria,RT @nypost: Obama conference call leaked to Burisma: Biden emails https://t.co/MaZ469Zu7Q https://t.co/Y6DbvUpw8v,Trump
113,1321042021650468870,Tue Oct 27 10:52:16 +0000 2020,sidney_mercer,@PaulD350 @ogilville1 @MSNBC It’s ok! You can see Hunter Biden’s dick while his underage niece gives him a foot job… https://t.co/b1gqnO2sQb,Trump
114,1321042020052467712,Tue Oct 27 10:52:16 +0000 2020,deebs185,"@BillPascrell Somebody is smoking crack, and it isn't Hunter Biden",Trump
115,1321042018370490368,Tue Oct 27 10:52:15 +0000 2020,CompanyReality,"@FoxNews Bottom line, this question is for all Americans to answer sincerely and decide. Remember self deceit is th… https://t.co/oJLNZhX2bo",Trump
117,1321042016856379395,Tue Oct 27 10:52:15 +0000 2020,HeavenShirt1,This year  The Only Thing Worse Than Covid-19 Would Be Biden-20 shirt .Tshirt Classic was the year he had the oppor… https://t.co/7WElGOkHMd,Trump
118,1321042015413555207,Tue Oct 27 10:52:14 +0000 2020,SNLinReview,RT @retiredinDtown: @SNLinReview Great show; the best this season! Adele was fantastic and I laughed at Weekend Update. Carrey is an awful…,Trump
119,1321042015010889728,Tue Oct 27 10:52:14 +0000 2020,Pawlega,"The question is, can Biden surprise the world—and himself? 

Branko Milanović – What are the Stakes? A short Text o… https://t.co/7afQwvo8yV",Trump
121,1321042013702234118,Tue Oct 27 10:52:14 +0000 2020,marc_lotter,🚨TRUTH - Joe Biden’s Energy Policy Would Destroy the American Energy Renaissance https://t.co/M1enTW5NpI,Trump
122,1321042013400215552,Tue Oct 27 10:52:14 +0000 2020,UPGRAYDDD,"RT @CNNPolitics: Kayleigh McEnany once praised Joe Biden as a ""man of the people"" who resonates with the ""middle class"" over ""tycoon"" Donal…",Trump
123,1321042012460769281,Tue Oct 27 10:52:14 +0000 2020,csiswim,"RT @gregolear: ""At noon on Jan 20, Biden will be sworn in. At that moment, the country will once again have a functional federal government…",Trump
124,1321042012225851392,Tue Oct 27 10:52:14 +0000 2020,elusoryanomaly,RT @The_Acumen: Right now Joe Biden is vetting Republicans to put in his cabinet. Liberals still hate Nader and like Bush Jr. What is the a…,Trump
125,1321042012209074176,Tue Oct 27 10:52:14 +0000 2020,LisaLamb8493707,"@alicetweet @JoeBiden @JoeBiden honors his word. But, he said he would see what they (Senate Republicans) do. I sti… https://t.co/4AvnSimMvm",Trump
126,1321042010854301696,Tue Oct 27 10:52:13 +0000 2020,Tutti39447723,How has this country gotten so full of evil? I better wake up to Biden on 11/4.,Trump
127,1321042010824986630,Tue Oct 27 10:52:13 +0000 2020,dimattiamusic,I can’t believe Biden just won’t campaign at all. Media and Obama are basically campaigning for him. This is the mo… https://t.co/B4531Uy4TK,Trump
128,1321042010694995968,Tue Oct 27 10:52:13 +0000 2020,mimi_x4,"RT @JonLemire: One week until Election Day, Joe Biden is going on offense, heading to Georgia — which hasn’t backed a Democrat for presiden…",Trump
129,1321042009314963457,Tue Oct 27 10:52:13 +0000 2020,nickelintexas,"""A blue-chip newspaper like the Journal carries more weight than a highly partisan website, but it’s a vast echo ch… https://t.co/zRsowAkNPR",Trump
130,1321042008572596229,Tue Oct 27 10:52:13 +0000 2020,CarmenWbluewave,RT @brycetache: This is what happens. We elect Joe Biden. We win the Senate. We end the filibuster. We pass the John Lewis voting rights ac…,Trump
131,1321042008413265920,Tue Oct 27 10:52:13 +0000 2020,ABR15743285,"RT @SteveGuest: Joe Biden confuses his agenda in #60Minutes interview: ""Biden's staff told us he misspoke""
 https://t.co/Eewxlthof2",Trump
132,1321042007654060035,Tue Oct 27 10:52:13 +0000 2020,brian_huggard,"RT @DavidLimbaugh: Way to go @KimStrassel on Tucker. Clear, irrefutable explanation of Biden corruption and media cover up.",Trump
133,1321042007616299008,Tue Oct 27 10:52:13 +0000 2020,ROCKONOHIO,RT @MelanieMetz6: BOOM..@JoeBiden has been a liar since birth. If his lips are moving rest assured it’s a lie. Just look at his history. Ac…,Trump
134,1321042006559383554,Tue Oct 27 10:52:12 +0000 2020,botella_roberto,Google Searches for 'Can I Change My Vote' Spike Following Hunter Biden Sex Tape Release https://t.co/5sEQjteugK via @gatewaypundit,Trump
135,1321042004583862273,Tue Oct 27 10:52:12 +0000 2020,AnettePelletier,RT @PoliticusSarah: This is amazing. These are five conservative women in Ohio who are messaging their personal friends who don't vote enco…,Trump
136,1321042002537041921,Tue Oct 27 10:52:11 +0000 2020,lynnibarrr,RT @poutydobrik: THIS IS A REMINDER THAT KANYE WEST ADMITTED THAT THE ONLY REASON HE’S RUNNING FOR PRESIDENT IS TO TAKE VOTES AWAY FROM JOE…,Trump
137,1321042001782054912,Tue Oct 27 10:52:11 +0000 2020,Camden54069727,"RT @JoeNBC: Perhaps, but progressives in the Democratic primary left Biden for dead. It was Jim Clyburn and moderate Democrats who Biden ow…",Trump
140,1321042000624422912,Tue Oct 27 10:52:11 +0000 2020,p_gorgon,RT @politico: Traders in recent weeks have been piling into bets that a “blue wave” election will produce an economy-juicing blast of fresh…,Trump
141,1321042000293040130,Tue Oct 27 10:52:11 +0000 2020,jCPub19,RT @JasonMillerinDC: Joe Biden’s Energy Policy Would Destroy the American Energy Renaissance https://t.co/rsICMUMdga,Trump
142,1321042000032968706,Tue Oct 27 10:52:11 +0000 2020,ATLSportsNut_20,"We are now just exactly ONE WEEK away from #ElectionDay.

Your vote will determine if Joe Biden dethrones Donald Tr… https://t.co/SmB51gRqhy",Trump
143,1321041999244480512,Tue Oct 27 10:52:11 +0000 2020,karmasugarplum,RT @mtsw: Do I suspect this *will* happen? No. I think Biden wins at least one of the election night states (probably North Carolina) and t…,Trump
145,1321041998380453889,Tue Oct 27 10:52:10 +0000 2020,Len_Williams,"@craigtimes @TomMnwfdn @JoeBiden Biden-Harris signs are predominately posted in the yards of ""Section-8 Housing rec… https://t.co/NGuC8jvOtc",Trump
147,1321041995284971520,Tue Oct 27 10:52:10 +0000 2020,ExiledWaffleMan,"@canonicallythey @SpergMc @GravelInstitute @dmsolano9 Going amazingly, as long as the tyrant doesn't win the electi… https://t.co/t4PvJt0SpJ",Trump
148,1321041994727280643,Tue Oct 27 10:52:09 +0000 2020,Shelby_ville,"RT @NewTheSpecimen1: Biden should really just come out and say, “I respect the integrity of the court and wouldn’t even consider expanding…",Trump
149,1321041989761204224,Tue Oct 27 10:52:08 +0000 2020,ForeverDM3,"RT @roguesnradvisor: What will we do if they choose to make the election of Joe Biden illegitimate, refuse to count late ballots or commit…",Trump
150,1321041989366738945,Tue Oct 27 10:52:08 +0000 2020,ManzDuayne,"RT @RealOmarNavarro: Joe &amp; Hunter Biden belong in prison.

Who’s with me?",Trump
151,1321041989140385793,Tue Oct 27 10:52:08 +0000 2020,JSANTOS050875,"RT @MSNBC: .@HayesBrown: FDR's ""court packing"" wasn't about expanding the high court. It was about kicking people off. Biden should get the…",Trump
152,1321041988838330369,Tue Oct 27 10:52:08 +0000 2020,mimi_phoenix,RT @xxdr_zombiexx: I was just in a rural Georgia tractor supply store and it was amazing to hear everybody talking about how they voted for…,Trump
